suburb,address,type,price,date_sold,zipcode,bedrooms,bathrooms,car_garage,sqft_living,year_built,latitude,longitude
South Yarra,33a Clara St,h,900000.0,06/2016,3141.0,2.0,1.0,2.0,141.0,,-37.8408,144.9977
South Yarra,91/390 Toorak Rd,u,618000.0,06/2016,3141.0,2.0,2.0,1.0,0.0,,-37.8407,145.0043
South Yarra,8/57 Adams St,u,333000.0,11/2016,3141.0,1.0,1.0,1.0,630.0,,-37.8356,144.9773
South Yarra,18 Avoca St,h,3420000.0,11/2016,3141.0,4.0,2.0,0.0,292.0,1880.0,-37.8377,144.9894
South Yarra,40 Fawkner St,h,1380000.0,11/2016,3141.0,3.0,2.0,1.0,350.0,,-37.8422,144.9884
South Yarra,18/33 Kensington Rd,u,309000.0,11/2016,3141.0,1.0,1.0,1.0,0.0,1970.0,-37.8375,145.0012
South Yarra,76 Leopold St,h,1617000.0,11/2016,3141.0,3.0,2.0,1.0,215.0,1910.0,-37.8361,144.9831
South Yarra,10 Luxton Rd,h,1722000.0,11/2016,3141.0,3.0,2.0,2.0,350.0,1880.0,-37.8451,145.0019
South Yarra,1/63 Millswyn St,u,483000.0,11/2016,3141.0,2.0,1.0,1.0,0.0,,-37.8359,144.9801
South Yarra,10/432 Punt Rd,u,222000.0,11/2016,3141.0,2.0,1.0,1.0,0.0,1970.0,-37.8374,144.9871
South Yarra,19/877 Punt Rd,u,216000.0,11/2016,3141.0,1.0,1.0,1.0,0.0,,-37.8339,144.9872
South Yarra,12/219 Williams Rd,u,186000.0,11/2016,3141.0,1.0,1.0,1.0,0.0,1950.0,-37.8444,145.0037
South Yarra,16 Davis Av,h,1515000.0,08/2016,3141.0,,,,,,,
South Yarra,15 Powell St,h,621900.0,08/2016,3141.0,2.0,1.0,0.0,105.0,,-37.8403,144.9893
South Yarra,25/388 Toorak Rd,u,376500.0,08/2016,3141.0,2.0,1.0,1.0,0.0,1970.0,-37.8407,145.004
South Yarra,82/390 Toorak Rd,u,643200.0,08/2016,3141.0,3.0,0.0,0.0,0.0,,-37.8407,145.0043
South Yarra,1107/12 Yarra St,u,255000.0,08/2016,3141.0,1.0,1.0,1.0,0.0,2007.0,-37.837,144.9931
South Yarra,3/49 Osborne St,u,198000.0,05/2016,3141.0,1.0,1.0,1.0,0.0,1970.0,-37.8437,144.9904
South Yarra,6/432 Punt Rd,u,270000.0,05/2016,3141.0,2.0,1.0,1.0,0.0,,-37.8374,144.9871
South Yarra,16/384 Toorak Rd,u,330000.0,05/2016,3141.0,2.0,1.0,1.0,0.0,,-37.8406,145.0035
South Yarra,17/393 Toorak Rd,u,240000.0,05/2016,3141.0,1.0,1.0,1.0,1424.0,,-37.8402,145.0029
South Yarra,20 Argo St,h,1020000.0,10/2016,3141.0,3.0,2.0,2.0,141.0,1990.0,-37.844,144.9867
South Yarra,10/7 Barnsbury Rd,u,367800.0,10/2016,3141.0,2.0,1.0,1.0,0.0,1970.0,-37.845,145.0012
South Yarra,8/101 Caroline St,u,744000.0,10/2016,3141.0,2.0,2.0,2.0,0.0,,-37.8343,144.9888
South Yarra,6/210 Domain Rd,u,499200.0,10/2016,3141.0,2.0,1.0,1.0,0.0,1960.0,-37.8342,144.9842
South Yarra,9/18 Kensington Rd,u,415800.0,10/2016,3141.0,2.0,1.0,1.0,2122.0,1960.0,-37.8383,145.0014
South Yarra,6/21 Kensington Rd,u,330600.0,10/2016,3141.0,2.0,1.0,0.0,0.0,,-37.8383,145.0011
South Yarra,7/31 Kensington Rd,u,444000.0,10/2016,3141.0,3.0,1.0,1.0,0.0,1970.0,-37.8376,145.0012
South Yarra,3 Palermo St,h,1371000.0,10/2016,3141.0,3.0,2.0,2.0,221.0,1890.0,-37.8416,144.9959
South Yarra,70 Park St,h,1800000.0,10/2016,3141.0,3.0,3.0,2.0,191.0,1890.0,-37.836,144.9824
South Yarra,407/57 Toorak Rd,u,270000.0,10/2016,3141.0,1.0,1.0,1.0,0.0,2013.0,-37.8384,144.9886
South Yarra,608/20 Garden St,u,309000.0,04/2016,3141.0,2.0,1.0,1.0,734.0,2013.0,-37.8433,144.9962
South Yarra,2/100 Commercial Rd,u,483000.0,09/2016,3141.0,3.0,2.0,3.0,6111.0,,-37.8453,144.9849
South Yarra,7/44 Darling St,u,378000.0,09/2016,3141.0,2.0,1.0,1.0,0.0,,-37.8361,144.9921
South Yarra,15/2 Gordon Gr,u,360000.0,09/2016,3141.0,2.0,1.0,2.0,0.0,1970.0,-37.8336,144.9882
South Yarra,48 Howitt St,h,1068000.0,09/2016,3141.0,3.0,2.0,1.0,198.0,,-37.8472,145.0026
South Yarra,76 Osborne St,h,1269000.0,09/2016,3141.0,1.0,1.0,1.0,569.0,,-37.8428,144.991
South Yarra,5/205 Williams Rd,u,313800.0,09/2016,3141.0,1.0,1.0,0.0,0.0,1940.0,-37.8458,145.0034
South Yarra,2/35 Alexandra Av,t,906000.0,03/2017,3141.0,,,,,,,
South Yarra,2/234 Domain Rd,u,1230000.0,03/2017,3141.0,4.0,2.0,1.0,979.0,,-37.8344,144.9857
South Yarra,49 Leopold St,h,1560000.0,03/2017,3141.0,4.0,2.0,2.0,141.0,1880.0,-37.8366,144.9827
South Yarra,6/49 Osborne St,u,192000.0,03/2017,3141.0,1.0,1.0,0.0,0.0,1970.0,-37.8437,144.9904
South Yarra,61 Osborne St,h,1437000.0,03/2017,3141.0,3.0,1.0,2.0,442.0,,-37.8432,144.9906
South Yarra,103/334 Toorak Rd,u,552000.0,03/2017,3141.0,2.0,2.0,0.0,0.0,,-37.84,144.9988
South Yarra,14/85 Caroline St,u,240000.0,06/2016,3141.0,1.0,1.0,1.0,0.0,1960.0,-37.8355,144.9884
South Yarra,37 Grosvenor St,h,1086000.0,06/2016,3141.0,3.0,1.0,1.0,211.0,1906.0,-37.8442,144.9928
South Yarra,8/28 The Righi,u,367200.0,06/2016,3141.0,1.0,1.0,1.0,607.0,,-37.8328,144.9866
South Yarra,80 Toorak Rd,h,2820000.0,11/2016,3141.0,,,,,,-37.8388,144.9891
South Yarra,2/41 Walsh St,u,288000.0,11/2016,3141.0,1.0,1.0,1.0,,,-37.8369,144.9848
South Yarra,22/49 Walsh St,u,340500.0,11/2016,3141.0,1.0,1.0,1.0,0.0,1970.0,-37.8368,144.9848
South Yarra,3/38 Arnold St,u,324000.0,05/2016,3141.0,1.0,1.0,1.0,480.0,1930.0,-37.8356,144.9767
South Yarra,21/33 Murphy St,u,481800.0,05/2016,3141.0,2.0,1.0,1.0,0.0,,-37.8374,144.9903
South Yarra,29 Nicholson St,t,1206000.0,05/2016,3141.0,3.0,2.0,1.0,163.0,2016.0,-37.8425,144.9877
South Yarra,62 Powell St,h,1167000.0,05/2016,3141.0,3.0,2.0,1.0,194.0,1890.0,-37.8395,144.9898
South Yarra,21 Ralston St,h,543600.0,05/2016,3141.0,3.0,1.0,0.0,154.0,1920.0,-37.8395,144.9868
South Yarra,33/3 Rockley Rd,u,594000.0,05/2016,3141.0,,,,,,,
South Yarra,24/384 Toorak Rd,u,220200.0,05/2016,3141.0,1.0,1.0,0.0,0.0,1950.0,-37.8406,145.0035
South Yarra,9/26 Davis Av,u,242100.0,08/2016,3141.0,,,,,,,
South Yarra,39 Hardy St,h,678000.0,08/2016,3141.0,2.0,1.0,1.0,132.0,1900.0,-37.8446,144.9896
South Yarra,19/47 Rockley Rd,u,300000.0,08/2016,3141.0,2.0,1.0,1.0,0.0,1980.0,-37.835,145.0002
South Yarra,1 Davis Av,h,1380000.0,04/2016,3141.0,,,,,,,
South Yarra,1/949 Punt Rd,u,186000.0,04/2016,3141.0,1.0,1.0,1.0,0.0,1970.0,-37.8319,144.9876
South Yarra,8 Cliff St,h,660000.0,09/2016,3141.0,2.0,1.0,0.0,176.0,1930.0,-37.8436,144.9925
South Yarra,7/48 Cromwell Rd,u,246000.0,09/2016,3141.0,1.0,1.0,0.0,0.0,1960.0,-37.8427,145.0006
South Yarra,29 Davis Av,h,1609200.0,09/2016,3141.0,,,,,,,
South Yarra,9 Moore St,h,675000.0,09/2016,3141.0,2.0,1.0,0.0,146.0,1910.0,-37.8454,144.9888
South Yarra,202/800 Chapel St,u,504000.0,02/2017,3141.0,2.0,2.0,1.0,0.0,2002.0,-37.8361,144.9966
South Yarra,1/35 Cromwell Rd,h,840000.0,02/2017,3141.0,3.0,2.0,2.0,0.0,2005.0,-37.8433,145.0001
South Yarra,5 Davis Av,h,1626000.0,02/2017,3141.0,,,,,,,
South Yarra,5/59 Davis Av,u,222000.0,02/2017,3141.0,,,,,,,
South Yarra,12/2 Gordon Gr,u,381000.0,02/2017,3141.0,2.0,1.0,1.0,855.0,,-37.8336,144.9882
South Yarra,4/30 Murphy St,u,408300.0,02/2017,3141.0,2.0,1.0,1.0,0.0,1970.0,-37.837,144.9907
South Yarra,334 Punt Rd,h,1080000.0,02/2017,3141.0,3.0,2.0,3.0,510.0,1900.0,-37.8418,144.986
South Yarra,16h Stables La,u,168000.0,02/2017,3141.0,1.0,1.0,0.0,0.0,1910.0,-37.8423,144.997
South Yarra,8/27 Kensington Rd,u,367800.0,07/2016,3141.0,2.0,1.0,1.0,0.0,,-37.838,145.0011
South Yarra,4/943 Punt Rd,u,312000.0,07/2016,3141.0,2.0,1.0,1.0,0.0,1890.0,-37.8323,144.9876
South Yarra,504/79 River St,u,496200.0,07/2016,3141.0,2.0,2.0,2.0,17200.0,2000.0,-37.8361,144.9966
South Yarra,702/700 Chapel St,u,306000.0,06/2016,3141.0,1.0,1.0,1.0,0.0,2000.0,-37.8361,144.9966
South Yarra,6 Cliff St,h,720000.0,06/2016,3141.0,2.0,1.0,0.0,176.0,1940.0,-37.8436,144.9925
South Yarra,3/2 Coolullah Av,u,396600.0,06/2016,3141.0,,,,,,,
South Yarra,13/4 Gordon Gr,u,288000.0,06/2016,3141.0,2.0,1.0,1.0,0.0,1965.0,-37.8337,144.9886
South Yarra,1/271 Williams Rd,u,396000.0,06/2016,3141.0,2.0,1.0,1.0,0.0,,-37.8414,145.0043
South Yarra,6/16 Cromwell Rd,u,282000.0,11/2016,3141.0,2.0,1.0,1.0,0.0,1970.0,-37.845,145.0001
South Yarra,11/274 Domain Rd,u,372900.0,11/2016,3141.0,2.0,1.0,1.0,0.0,,-37.835,144.9905
South Yarra,19 Lara St,h,1050000.0,11/2016,3141.0,,,,,,,
South Yarra,7 Motherwell St,h,1600200.0,11/2016,3141.0,4.0,3.0,2.0,446.0,1900.0,-37.8454,144.9989
South Yarra,68 Oban St,h,1320000.0,11/2016,3141.0,3.0,2.0,0.0,358.0,1915.0,-37.8425,145.0031
South Yarra,366 Toorak Rd,h,1020000.0,11/2016,3141.0,3.0,1.0,1.0,178.0,1894.0,-37.8404,145.0022
South Yarra,2a Alexandra St,h,634080.0,05/2016,3141.0,3.0,2.0,1.0,90.0,,-37.8406,144.9864
South Yarra,10/63 Alexandra Av,u,297000.0,05/2016,3141.0,,,,,,,
South Yarra,40 Fawkner St,h,1440000.0,05/2016,3141.0,3.0,2.0,1.0,350.0,,-37.8422,144.9884
South Yarra,3/4 Gordon Gr,u,246000.0,05/2016,3141.0,1.0,1.0,1.0,0.0,,-37.8337,144.9886
South Yarra,9/501 Punt Rd,u,156480.0,05/2016,3141.0,2.0,1.0,0.0,0.0,1960.0,-37.8437,144.9852
South Yarra,33 Tyrone St,h,720000.0,05/2016,3141.0,2.0,1.0,1.0,163.0,1900.0,-37.8446,144.9879
South Yarra,36 Tyrone St,h,924000.0,05/2016,3141.0,3.0,2.0,1.0,149.0,2003.0,-37.8448,144.9882
South Yarra,9/51 Davis Av,u,276000.0,08/2016,3141.0,,,,,,,
South Yarra,9/210 Domain Rd,u,495600.0,08/2016,3141.0,2.0,1.0,1.0,0.0,1970.0,-37.8342,144.9842
South Yarra,2/28 Tivoli Pl,u,546000.0,08/2016,3141.0,2.0,0.0,0.0,0.0,,-37.8357,144.9859
South Yarra,2/28 Walsh St,t,1029000.0,08/2016,3141.0,2.0,2.0,2.0,0.0,,-37.8374,144.9852
South Yarra,12 Witchwood Cl,h,1020000.0,08/2016,3141.0,2.0,2.0,1.0,181.0,1990.0,-37.8334,144.9867
South Yarra,8/3 Barnsbury Rd,u,303000.0,07/2016,3141.0,2.0,1.0,1.0,0.0,1969.0,-37.8453,145.0012
South Yarra,602/3 Chapel Mw,u,334200.0,07/2016,3141.0,,,,,,,
South Yarra,303/3 Clara St,u,198000.0,07/2016,3141.0,2.0,1.0,1.0,0.0,2011.0,-37.8421,144.9978
South Yarra,11/56 Darling St,u,412200.0,07/2016,3141.0,2.0,1.0,2.0,0.0,,-37.8352,144.9922
South Yarra,16/37 Margaret St,u,180000.0,07/2016,3141.0,,,,,,,
Southbank,41/106 Southbank Bvd,u,432000.0,09/2016,3006.0,3.0,1.0,1.0,0.0,1993.0,-37.8235,144.9655
Southbank,716/22 Dorcas St,u,231300.0,03/2017,3006.0,1.0,1.0,1.0,1826.0,2010.0,-37.8301,144.9697
Southbank,24/105 Southbank Bvd,u,411000.0,03/2017,3006.0,,,,,,,
Southbank,9/81 Dodds St,u,520800.0,06/2016,3006.0,3.0,2.0,1.0,0.0,1995.0,-37.8267,144.9687
Southbank,4/55 Kavanagh St,u,354000.0,06/2016,3006.0,2.0,1.0,1.0,0.0,,-37.8235,144.9655
Southbank,293/88 Kavanagh St,u,318000.0,06/2016,3006.0,2.0,1.0,1.0,0.0,2003.0,-37.8246,144.9632
Southbank,92/99 Whiteman St,u,390000.0,08/2016,3006.0,2.0,2.0,1.0,0.0,2000.0,-37.8273,144.9556
Southbank,6/77 Dodds St,u,594000.0,05/2016,3006.0,4.0,3.0,1.0,0.0,1995.0,-37.8267,144.9687
Southbank,2/95 Dodds St,u,373800.0,05/2016,3006.0,2.0,1.0,1.0,0.0,1995.0,-37.828,144.9683
Southbank,1605/14 Kavanagh St,u,355500.0,05/2016,3006.0,2.0,2.0,1.0,0.0,2000.0,-37.8227,144.9664
Southbank,208/102 Wells St,u,360000.0,11/2016,3006.0,2.0,2.0,1.0,0.0,1995.0,-37.828,144.9683
Southbank,1712/39 Coventry St,u,291000.0,09/2016,3006.0,2.0,1.0,1.0,2121.0,2013.0,-37.8295,144.9692
Southbank,308/18 Kavanagh St,u,273000.0,02/2017,3006.0,1.0,1.0,0.0,760.0,2007.0,-37.8228,144.9661
Southbank,1509/152 Sturt St,u,341400.0,03/2017,3006.0,2.0,2.0,1.0,3878.0,2012.0,-37.8255,144.9665
Southbank,80 Coventry St,h,732000.0,11/2016,3006.0,3.0,1.0,1.0,0.0,,-37.8288,144.9679
Southbank,6/85 Dodds St,u,750000.0,11/2016,3006.0,4.0,3.0,1.0,0.0,2000.0,-37.8267,144.9687
Southbank,909/118 Kavanagh St,u,258000.0,11/2016,3006.0,2.0,2.0,0.0,2295.0,2014.0,-37.8256,144.9622
Southbank,2503/109 Clarendon St,u,228000.0,08/2016,3006.0,,,,,,,
Southbank,406/152 Sturt St,u,288000.0,05/2016,3006.0,1.0,1.0,1.0,3878.0,2012.0,-37.8255,144.9665
Southbank,125/173 City Rd,u,255000.0,04/2016,3006.0,1.0,1.0,1.0,0.0,2004.0,-37.8245,144.9622
Southbank,114 Gladstone St,h,489000.0,07/2016,3006.0,2.0,1.0,0.0,0.0,,-37.8297,144.9499
Southbank,7/100 Wells St,u,444000.0,07/2016,3006.0,3.0,2.0,1.0,0.0,1994.0,-37.828,144.9683
Southbank,808/8 Kavanagh St,u,348000.0,03/2017,3006.0,2.0,1.0,1.0,0.0,2010.0,-37.8226,144.9667
Southbank,1909/80 Clarendon St,u,249000.0,06/2016,3006.0,,,,,,,
Southbank,85 Montague St,h,420000.0,06/2016,3006.0,3.0,1.0,0.0,199.0,1947.0,-37.8299,144.9496
Southbank,2/66 Coventry St,u,396000.0,11/2016,3006.0,2.0,1.0,1.0,0.0,2000.0,-37.8288,144.9679
Southbank,601/65 Coventry St,u,373500.0,05/2016,3006.0,2.0,2.0,1.0,2955.0,2013.0,-37.8299,144.9679
Southbank,2005/39 Coventry St,u,414000.0,04/2016,3006.0,2.0,3.0,1.0,0.0,2013.0,-37.8295,144.9692
Southbank,3303/9 Power St,u,480000.0,09/2016,3006.0,2.0,2.0,2.0,0.0,2014.0,-37.8229,144.9612
Southbank,73/1 Riverside Qy,u,324000.0,09/2016,3006.0,2.0,2.0,1.0,0.0,1994.0,-37.822,144.9637
Southbank,75/285 City Rd,u,222000.0,07/2016,3006.0,1.0,1.0,1.0,546.0,2000.0,-37.8274,144.9587
Southbank,61/88 Wells St,u,432000.0,07/2016,3006.0,3.0,2.0,1.0,0.0,,-37.8273,144.9685
Spotswood,73 The Avenue,h,624000.0,09/2016,3015.0,3.0,1.0,3.0,690.0,1950.0,-37.8272,144.8789
Spotswood,408A Melbourne Rd,u,609000.0,03/2017,3015.0,,,,,,,
Spotswood,1/8 Morwick St,t,529500.0,03/2017,3015.0,,,,,,,
Spotswood,10 Raleigh St,h,513000.0,08/2016,3015.0,3.0,1.0,1.0,326.0,1991.0,-37.831,144.8884
Spotswood,6 McNeilage St,h,499500.0,05/2016,3015.0,2.0,1.0,2.0,562.0,1950.0,-37.8333,144.8868
Spotswood,18 Vernier St,h,510000.0,10/2016,3015.0,2.0,1.0,2.0,502.0,1950.0,-37.8263,144.8775
Spotswood,47 Hudsons Rd,h,648000.0,09/2016,3015.0,3.0,1.0,2.0,472.0,1950.0,-37.8302,144.8885
Spotswood,16 Watt St,h,702000.0,12/2016,3015.0,4.0,2.0,2.0,489.0,,-37.8279,144.874
Spotswood,24 Forrest St,h,556200.0,06/2016,3015.0,3.0,1.0,0.0,274.0,1910.0,-37.8282,144.8856
Spotswood,15a Andrews St,t,507000.0,11/2016,3015.0,,,,,,,
Spotswood,59 Hope St,h,510000.0,11/2016,3015.0,4.0,2.0,0.0,389.0,1990.0,-37.8284,144.8861
Spotswood,13 Robb St,h,498600.0,04/2016,3015.0,3.0,1.0,0.0,353.0,1890.0,-37.8309,144.889
Spotswood,13 Abbott St,h,501000.0,09/2016,3015.0,2.0,1.0,3.0,459.0,,-37.8255,144.8709
Spotswood,118 The Avenue,t,504000.0,09/2016,3015.0,3.0,3.0,2.0,278.0,2015.0,-37.8261,144.8718
Spotswood,1/606 Melbourne Rd,u,279600.0,03/2017,3015.0,,,,,,,
Spotswood,13B Vernier St,h,408000.0,03/2017,3015.0,,,,,,,
Spotswood,154 Hudsons Rd,h,789000.0,06/2016,3015.0,4.0,2.0,3.0,830.0,1920.0,-37.829,144.8807
Spotswood,116 The Avenue,h,621000.0,11/2016,3015.0,3.0,1.0,2.0,675.0,,-37.8261,144.872
Spotswood,6 Abbott St,h,696600.0,02/2017,3015.0,4.0,2.0,5.0,742.0,2000.0,-37.8248,144.8707
Spotswood,14A Kernot St,h,465000.0,02/2017,3015.0,3.0,1.0,1.0,435.0,,-37.8279,144.873
Spotswood,27 The Avenue,h,609600.0,07/2016,3015.0,3.0,1.0,1.0,320.0,1940.0,-37.8277,144.8841
Spotswood,4 Steel St,h,414000.0,06/2016,3015.0,4.0,1.0,2.0,532.0,1965.0,-37.8248,144.8717
Spotswood,66 The Avenue,h,642000.0,11/2016,3015.0,2.0,1.0,2.0,526.0,1950.0,-37.8267,144.8779
Spotswood,59 Hope St,h,522900.0,08/2016,3015.0,4.0,2.0,0.0,389.0,1990.0,-37.8284,144.8861
St Kilda,1/170 Barkly St,u,305400.0,09/2016,3182.0,2.0,1.0,1.0,0.0,,-37.8679,144.9813
St Kilda,66 Blessington St,h,1440000.0,09/2016,3182.0,,,,,,-37.869,144.9838
St Kilda,31/12 Clyde St,u,228000.0,09/2016,3182.0,1.0,1.0,1.0,0.0,1960.0,-37.8656,144.9782
St Kilda,16/14 Mitford St,u,301200.0,09/2016,3182.0,,,,,,-37.8715,144.9816
St Kilda,5/61 Blessington St,u,402600.0,12/2016,3182.0,,,,,,-37.869,144.9849
St Kilda,1/76 Carlisle St,u,258000.0,12/2016,3182.0,2.0,1.0,1.0,0.0,1970.0,-37.8675,144.9851
St Kilda,1/23 Dalgety St,u,462000.0,12/2016,3182.0,,,,,,,
St Kilda,4/39 Dalgety St,h,990000.0,12/2016,3182.0,,,,,,-37.8597,144.9809
St Kilda,8/15 Herbert St,u,384000.0,12/2016,3182.0,2.0,1.0,1.0,1055.0,,-37.8715,144.9827
St Kilda,5 Lambeth Pl,h,900000.0,12/2016,3182.0,,,,,,,
St Kilda,5/18 Marine Pde,u,361200.0,12/2016,3182.0,2.0,1.0,0.0,0.0,1930.0,-37.8707,144.9765
St Kilda,20 Marlton Cr,h,1149000.0,12/2016,3182.0,,,,,,,
St Kilda,5/28 Mitford St,u,291000.0,12/2016,3182.0,,,,,,-37.8725,144.9823
St Kilda,33/1 St Kilda Rd,u,345000.0,12/2016,3182.0,2.0,1.0,1.0,0.0,1970.0,-37.8573,144.9825
St Kilda,10/1 The Esplanade,u,417000.0,12/2016,3182.0,,,,,,,
St Kilda,3/109 Wellington St,u,246000.0,12/2016,3182.0,,,,,,,
St Kilda,10/81 Alma Rd,u,297000.0,03/2017,3182.0,2.0,1.0,1.0,0.0,1970.0,-37.8616,144.9907
St Kilda,71 Barkly St,h,1200000.0,03/2017,3182.0,5.0,2.0,2.0,436.0,1910.0,-37.8618,144.982
St Kilda,10/352 Canterbury Rd,u,300000.0,03/2017,3182.0,2.0,1.0,1.0,5530.0,2001.0,-37.859,144.9767
St Kilda,10/45 Chapel St,u,414000.0,03/2017,3182.0,,,,,,,
St Kilda,26/12 Clyde St,u,318000.0,03/2017,3182.0,2.0,1.0,1.0,6186.0,,-37.8656,144.9782
St Kilda,59 Clyde St,h,1134600.0,03/2017,3182.0,3.0,2.0,3.0,384.0,1915.0,-37.8645,144.9805
St Kilda,3/23 Foster St,h,600000.0,03/2017,3182.0,,,,,,-37.8688,144.9826
St Kilda,48 Greeves St,h,1200000.0,03/2017,3182.0,4.0,2.0,3.0,420.0,1910.0,-37.8667,144.9832
St Kilda,32 Gurner St,h,1332000.0,03/2017,3182.0,4.0,2.0,2.0,402.0,1914.0,-37.861,144.9819
St Kilda,3/33 Robe St,u,900000.0,03/2017,3182.0,3.0,1.0,1.0,1669.0,1920.0,-37.8646,144.9786
St Kilda,91 Spenser St,h,1473000.0,03/2017,3182.0,4.0,1.0,1.0,300.0,,-37.8725,144.979
St Kilda,7 Victoria St,h,1200000.0,03/2017,3182.0,3.0,2.0,2.0,176.0,1880.0,-37.8641,144.9739
St Kilda,1/62 Wellington St,u,300000.0,03/2017,3182.0,1.0,1.0,1.0,2335.0,2002.0,-37.8571,144.987
St Kilda,10/69 Wellington St,u,411000.0,03/2017,3182.0,2.0,2.0,2.0,0.0,1999.0,-37.8568,144.9873
St Kilda,32/10 Acland St,u,228000.0,06/2016,3182.0,1.0,1.0,1.0,2879.0,1967.0,-37.863,144.9747
St Kilda,2/63 Carlisle St,u,279000.0,06/2016,3182.0,2.0,1.0,1.0,0.0,1960.0,-37.8676,144.9834
St Kilda,7/1 St Kilda Rd,u,369600.0,06/2016,3182.0,2.0,2.0,2.0,0.0,1995.0,-37.8573,144.9825
St Kilda,3/239 Canterbury Rd,u,126600.0,08/2016,3182.0,,,,,,,
St Kilda,74 Chapel St,h,525000.0,08/2016,3182.0,2.0,1.0,0.0,94.0,,-37.867,144.991
St Kilda,1002/6 St Kilda Rd,u,264000.0,08/2016,3182.0,,,,,,,
St Kilda,303/115 Wellington St,u,666000.0,08/2016,3182.0,,,,,,,
St Kilda,11/59 Carlisle St,u,316200.0,05/2016,3182.0,,,,,,-37.8676,144.983
St Kilda,18/41 Chapel St,u,366000.0,05/2016,3182.0,3.0,1.0,2.0,7170.0,,-37.861,144.9915
St Kilda,9/13 Crimea St,u,171000.0,05/2016,3182.0,,,,,,-37.8586,144.988
St Kilda,14/89 Fitzroy St,u,240000.0,05/2016,3182.0,1.0,1.0,1.0,0.0,1998.0,-37.8605,144.9769
St Kilda,1/7 Robertson Av,u,366000.0,05/2016,3182.0,,,,,,,
St Kilda,20/62 Wellington St,u,270000.0,05/2016,3182.0,1.0,1.0,1.0,0.0,,-37.8571,144.987
St Kilda,4/285 Barkly St,u,270600.0,11/2016,3182.0,1.0,1.0,1.0,0.0,2009.0,-37.8731,144.9799
St Kilda,1/60 Blessington St,u,418500.0,11/2016,3182.0,,,,,,-37.8691,144.9835
St Kilda,2/19 Eildon Rd,t,840000.0,11/2016,3182.0,3.0,2.0,2.0,128.0,2002.0,-37.8624,144.9768
St Kilda,6/4 Gurner St,u,273000.0,11/2016,3182.0,2.0,1.0,1.0,0.0,,-37.8619,144.9802
St Kilda,121/135 Inkerman St,u,279000.0,11/2016,3182.0,,,,,,-37.8651,144.9878
St Kilda,4/46 Blessington St,u,606000.0,10/2016,3182.0,,,,,,-37.8695,144.9825
St Kilda,8/12 Charnwood Rd,u,292500.0,10/2016,3182.0,2.0,1.0,2.0,1676.0,,-37.8585,144.9852
St Kilda,26/69 Wellington St,u,275400.0,10/2016,3182.0,1.0,1.0,1.0,0.0,1995.0,-37.8568,144.9873
St Kilda,5/72 Barkly St,u,237000.0,09/2016,3182.0,1.0,1.0,1.0,1286.0,1975.0,-37.8621,144.9823
St Kilda,9/12 Charnwood Rd,u,336000.0,09/2016,3182.0,2.0,1.0,2.0,1676.0,,-37.8585,144.9852
St Kilda,9 Cintra Av,h,1216500.0,09/2016,3182.0,,,,,,,
St Kilda,3/19 Herbert St,u,312000.0,09/2016,3182.0,2.0,1.0,1.0,1034.0,1950.0,-37.8717,144.9829
St Kilda,7 Robe St,h,1632000.0,09/2016,3182.0,3.0,2.0,0.0,367.0,1868.0,-37.8658,144.9766
St Kilda,25/69 Wellington St,u,325500.0,09/2016,3182.0,2.0,1.0,1.0,0.0,,-37.8568,144.9873
St Kilda,5/240 Barkly St,u,222300.0,12/2016,3182.0,1.0,1.0,1.0,0.0,1960.0,-37.8722,144.9805
St Kilda,18 Crimea St,h,3027600.0,12/2016,3182.0,5.0,3.0,3.0,1294.0,1884.0,-37.8589,144.9883
St Kilda,26/12 Fitzroy St,u,231000.0,12/2016,3182.0,1.0,1.0,1.0,0.0,2005.0,-37.8614,144.9741
St Kilda,77 Spenser St,h,1140000.0,12/2016,3182.0,3.0,2.0,2.0,289.0,1979.0,-37.8726,144.9782
St Kilda,216/5 Alma Rd,u,285000.0,02/2017,3182.0,1.0,1.0,1.0,0.0,,-37.8605,144.9834
St Kilda,12/352 Canterbury Rd,u,234000.0,02/2017,3182.0,2.0,1.0,1.0,0.0,2000.0,-37.859,144.9767
St Kilda,11/10 Carlisle St,u,300000.0,02/2017,3182.0,1.0,1.0,1.0,0.0,2001.0,-37.8668,144.9801
St Kilda,5/12 St Leonards Av,u,438000.0,02/2017,3182.0,,,,,,,
St Kilda,37/151 Fitzroy St,u,342600.0,06/2016,3182.0,2.0,1.0,1.0,7458.0,,-37.8591,144.979
St Kilda,5/171 Fitzroy St,u,414000.0,06/2016,3182.0,2.0,1.0,0.0,0.0,,-37.8579,144.981
St Kilda,201/63 Acland St,u,258000.0,11/2016,3182.0,1.0,1.0,1.0,1409.0,2000.0,-37.8661,144.9772
St Kilda,3/11 Burnett St,u,252000.0,11/2016,3182.0,1.0,1.0,0.0,954.0,1945.0,-37.8612,144.9804
St Kilda,25/52 Fitzroy St,u,235200.0,11/2016,3182.0,1.0,1.0,1.0,0.0,2002.0,-37.8599,144.9766
St Kilda,12 Gurner St,h,1140000.0,11/2016,3182.0,4.0,2.0,2.0,507.0,1890.0,-37.8616,144.9807
St Kilda,3/7 Lambeth Pl,u,354000.0,11/2016,3182.0,,,,,,,
St Kilda,3/15 Mitchell St,u,342000.0,11/2016,3182.0,2.0,1.0,1.0,628.0,1960.0,-37.8681,144.9844
